Message,Category
"the rest of them
- - - - - original message - - - - -
from : loe , david
sent : thursday , march 15 , 2001 10 : 49 am
to : ' michelle . lokay @ enron . com '
subject : fw : oneok ski trip
michelle ,
pictures from the ski trip
david loe
aquila
- 017 _ 14 a . jpg
- 018 _ 15 a . jpg
- 019 _ 16 a . jpg
- 020 _ 17 a . jpg
- 022 _ 19 a . jpg
- 024 _ 21 a . jpg
- 025 _ 22 a . jpg
- 026 _ 23 a . jpg",ham
"powerful women in business for . . .
no . 17 is awesome . congratulations : - )
rahil jafry
e - mail : rahil . jafry @ enron . com
work : 713 . 853 . 3206
cell : 281 . 704 . 1060
- - - - - original message - - - - -
from : djcustomclips @ djinteractive . com
to : 168842 @ mailman . enron . com
sent : mon oct 01 09 : 04 : 47 2001
subject : rahil jafry : carly fiorina tops fortune ' s list of 50 most powerful women in business for . . .
carly fiorina tops fortune ' s list of 50 most powerful women in business
for fourth year
10 / 01 / 2001
business wire
( copyright ( c ) 2001 , business wire )
new york - - ( business wire ) - - oct . 1 , 2001 - -
lower - profile women topple more well - known names from tech and
internet sector ; ranking includes 14 newcomers
though hewlett - packard lost $ 75 billion in market value in a year , ceo carly
fiorina hasn ' t lost her nerve , and for the fourth consecutive year holds the
no . 1 position on fortune ' s ranking of the 50 most powerful women in business .
the complete list and accompanying stories are in the october 15 issue of
fortune , available on newsstands october 8 and at www . fortune . com at 12 : 00
p . m . on october 1 .
in the no . 2 spot is ebay ceo meg whitman , who runs an internet company that
actually makes money : $ 85 million in the last four quarters on $ 582 million in
revenue . oprah winfrey , the queen of media , is mightier than ever , and holds
the no . 3 spot , up from no . 15 last year . she produces movies , brings comfort
and advice to millions of tv viewers , propels books to bestsellerdom , and ,
last year , teamed up with hearst magazines ' cathie black ( no . 28 on the list )
to publish o , the oprah magazine - by some measures the most successful magazine
startup ever . at no . 4 is andrea jung , chairman and ceo of avon , who has
breathed life into ailing avon . mirant ceo marce fuller - the only newcomer in
the top five - holds the no . 5 position . inside a stodgy utility , southern ,
fuller built a high - growth trading and marketing unit , which was spun off in
april .
in these new , more tempered times , patience may be about to reap its reward .
in fortune ' s annual survey of the 50 most powerful women in business , there is
a clear emergence of women who came to power slowly . says fortune senior
writer pattie sellers in "" patient but not passive , "" the story that accompanies
the list , "" by patience , we mean staying with a company , steadily building
influence there , and rising to power through determination and insider
knowledge , not promises and self - promotion . ""
fiorina , who has claimed the top spot each year since fortune ' s inaugural
list in 1998 , heads the biggest company ( $ 48 billion in revenues last year )
run by a woman . and she is still as audacious and impatient as ever . wall
street practically heckled her latest move - a bold bet to buy compaq - but
fiorina , 47 , remains defiant . in difficult times , "" people who drive change are
the subject of great scrutiny , "" she says .
as always , the list is a snapshot of power at a moment in time . last year ,
power resided in the technology and internet sectors , but that influence was
fleeting . gone from the list this year : deborah "" hurricane debby "" hopkins , who
pushed her agenda too ambitiously at lucent and lost her cfo job in may ; ellen
hancock , who failed at her startup , exodus ; and morgan stanley ' s mary meeker ,
who influenced so many to buy into the internet fizz . but one web warrior
looks better than ever : meg whitman , no . 2 on the list . she has never
overpromised to investors ; instead she has diligently delivered above - target
profits every single quarter .
fourteen newcomers join the list this year : marce fuller , president louise kitchen , coo , enron americas ; colleen barrett , president betsy bernard , president & ceo , at anne
stevens , vp , north america vehicle operations , ford motor ; maria elena
lagomasino , chairman susan desmond - hellman ,
evp and chief medical officer , genentech ; janet robinson , svp , newspaper
operations , new york times co . ; carol tomi , evp and cfo , home depot ; carrie
cox , evp and president , global prescriptions , pharmacia ; carole black ,
president and ceo , lifetime television networks ; larree renda , evp , retail
operations , safeway ; and louise francesconi , vp and gm , missile systems ,
raytheon .
while the economy and its points of power change , the criteria we use to
evaluate power remains the same . says sellers : "" we consider the size and
importance of a woman ' s business in the global economy , her clout inside her
company , and the arc of her career - where she has been and where she is likely
to go . when appropriate , we also weigh the woman ' s influence on mass culture
and society . that factor lifts oprah winfrey to no . 3 on this year ' s list . ""
the shifts on our list this year are dramatic , with 14 newcomers . but one
trend is especially intriguing : women are taking on bigger businesses than
ever . a few years ago , responsibility for a $ 3 billion business almost
automatically earned a woman a spot on this list . no more . this year ' s fortune
50 includes several women who lead businesses with annual revenues of $ 20
billion or more , which is a first .
in a related story , "" it took a lady to save avon , "" katrina brooker looks at
andrea jung , chairman and ceo of avon . says brooker , "" jung knows what women
want and how to sell it to them . and that ' s what has made her one of the most
successful ceos - male or female - in recent years . "" over the past 20 months she
has overhauled nearly everything about the way avon does business : how it
advertises , manufactures , packages , and even sells its products , and she has
done it not by abandoning the seemingly outdated avon lady , but by reviving
her . the result : growth in revenues , operating profits , and operating margins .
in addition , fortune includes an international list of the 50 powerful women
in business . the top ten , featured in the magazine , are marjorie scardino ,
ceo , pearson ( britain ) ; anne lauvergeon , chairman , areva ( france ) ; mary ma ,
senior vp marianne nivert , president lien siaou - sze , vice president , hewlett - packard ( hong kong ) ;
patricia barbizet , ceo , artemis ( france ) ; eiko kono , president , recruit
( japan ) : belinda stronach , ceo , magna international ( canada ) ; marina
berlusconi , vice chairman , fininvest ( italy ) ; christine tsung , president &
ceo , china airlines ( taiwan ) . you can read about the other forty at
www . fortune . com or in the international editions of fortune .
2001 fortune 50 most powerful women in american business
2001 2000
rank rank name title company
1 1 carly fiorina chairman and ceo hewlett - packard
2 3 meg whitman president and ceo ebay
3 15 oprah winfrey chairman harpo
entertainment
4 10 andrea jung chairman and ceo avon
5 new marce fuller president and ceo mirant
6 18 anne mulcahy president and ceo xerox
7 14 karen katen evp and president
pharmaceutical group pfizer
8 39 pat woertz president , chevron products chevron
9 23 betsy holden co - ceo kraft foods
10 43 indra nooyi president and cfo pepsico
11 7 shelly lazarus chairman and ceo ogilvy & mather
worldwide
12 50 abigail johnson president fidelity
management and
research
13 9 martha stewart chairman and ceo martha stewart
living omnimedia
14 12 patricia dunn global ceo barclays global
investors
15 16 judy mcgrath chairman and ceo , mtv group viacom
16 17 sherry lansing chairman , motion picture
group , paramont viacom
17 new louise kitchen coo enron americas
18 19 lois juliber coo colgate - palmolive
19 18 marilyn carlson
nelson chairman and ceo carlson companies
20 new colleen barrett president and coo southwest
airlines
21 21 ann moore evp , time inc . aol time warner
22 22 judy lewent evp and cfo merck
23 new betsy bernard president and cfo at & t consumer
24 31 stacey snider chairman , universal pictures vivendi
universal
25 30 dina dublon evp and cfo j . p . morgan chase
26 10 pat russo president and coo eastman kodak
27 new anne stevens vp , north american vehicle
operations ford motor
28 11 ann livermore president , hp services hewlett - packard
29 28 cathleen black president hearst magazines
30 24 linda sanford svp and group executive ,
storage systems ibm
31 33 amy brinkley chairman , credit policy bank of america
32 4 donna dubinsky ceo handspring
33 38 marjorie magner senior evp , consumer group citigroup
34 13 nancy peretsman evp and managing director allen & co .
35 25 dawn lepore vice - chair , evp , and cio charles schwab
36 27 gail mcgovern president , fidelity personal
investments fidelity
37 new maria elena
lagomasino chairman and ceo j . p morgan
chase private
bank
38 new susan
desmond - hellman evp and chief medical officer genentech
39 new janet robinson svp , newspaper operations new york
times co .
40 new carol tome evp and cfo home depot
41 46 jamie gorelick vice - chair fannie mae
42 45 vivian banta evp and ceo , u . s . consumer prudential
43 new carrie cox evp and president , global
prescriptions pharmacia
44 47 anne sweeney president , abc cable networks
group disney
45 new carole black president and ceo lifetime
television
networks
46 44 marion sandler co - chairman and co - ceo golden west
financial
47 new janet davidson group president , integrated
network lucent
solutions
48 new larree renda evp , retail operations safeway
49 new louise
francesconi vp and gm , missile systems raytheon
50 8 abby joseph
cohen chief market strategist goldman sachs
fortune ' s international 50 most powerful women
rank women title company country
1 marjorie scardino ceo pearson britain
2 anne lauvergeon chairman areva france
3 mary ma senior vp and cfo legend hong kong
4 marianne nivert president and ceo telia sweden
5 lien siaou - sze vice president hewlett - packard hong kong
6 patricia barbizet ceo artimis france
7 eiko kono president recruit japan
8 belinda stronach ceo magna international canada
9 marina berlusconi vice chairman fininvest italy
10 christine tsung president and ceo china airlines taiwan
11 maureen kempston
darkes president gm canada canada
12 mary minnick president and coo coca cola asia u . s .
13 nita ing chairman taiwan high - speed
railway taiwan
14 barbara kux executive director ford europe germany
15 ho ching chairman singapore
technologies singapore
16 sari baldauf president nokia networks finland
17 judy boynton cfo royal dutch / shell
group britain
18 maria silvia
marques bastos ceo companhia
siderurgica
nacional brazil
19 clara furse ceo london stock
exchange britain
20 linda cook ceo shell gas & power britain
21 val gooding ceo bupa britain
22 agnes touraine vice chairman and
ceo vivendi universal
publishing france
23 margaret jackson chair qantas australia
24 kathleen bader president dow styrenics &
engineered
prod . switzerland
25 kathleen o ' donovan cfo invensys britain
26 wanda rapaczynksi president agora poland
27 juliet wu shihong executive director tcl holdings china
28 vivienne cox group vice
president bp britain
29 marma asuncisn
arambruzabala
larregui vice chairman grupo modelo mexico
30 yoshiko shinohara president tempstaff japan
31 lalita gupte managing dir .
and coo icici india
32 sawako noma president kodansha japan
33 imre barmanbek ceo dogan group turkey
34 nina wang chair chinachem hong kong
35 li yifei general manager mtv china china
36 gail cook - bennett chairperson canada pension
plan inv . bd . canada
37 marluce dias da
silva director general rede globo brazil
38 anna cheng
catalano group vice
president bp britain
39 rose marie bravo ceo burberry britain
40 britta steilmann ceo steilmann group germany
41 galia maor president and ceo bank leumi israel
42 magda salarich managing director citrokn spain spain
43 marjorie yang chairman esquel group hong kong
44 teresita sy president sm philippines
45 dominique heriard
dubreuil chair and ceo remy cointreau france
46 gianna
angelopoulos -
daskalaki president athens olympic
committee greece
47 naina lal kidwai vice chairman j . p . morgan stanley india
48 barbara cassani ceo go britain
49 irene charnley commercial
director m - cell south
africa
50 katijah ahmad chair and ceo kaf discounts malaysia
contact : for fortune
terry mcdevitt , 212 / 522 - 4788
terry _ mcdevitt @ timeinc . com
carrie welch , 212 / 522 - 6724
carrie _ welch @ timeinc . com
caroline plauche , 212 / 522 - 2134
caroline _ plauche @ timeinc . com
08 : 36 edt october 1 , 2001
folder name : rahil jafry
relevance score on scale of 100 : 79
to review or revise your folder , visit http : / / www . djinteractive . com or contact dow jones customer service by e - mail at custom . news @ bis . dowjones . com or by phone at 800 - 369 - 7466 . ( outside the u . s . and canada , call 609 - 452 - 1511 or contact your local sales representative . )
copyright ( c ) 2001 dow jones & company , inc . all rights reserved",ham
"decision of insufficient action ? - cera conference call
cera conference call : sent tue , november 07 , 2000
title : cera conference call : ferc ' s order for california market : bold
decision of insufficient action ?
author :
e - mail category : conference call
product line : western energy , north american power ,
url : http : / / www . cera . com / cfm / track / eprofile . cfm ? u = 5166 & m = 1412 ,
http : / / www . cera . com / cfm / track / eprofile . cfm ? u = 5166 & m = 1413 ,
alternative urls :
western energy members :
n . american electric power members :
north american electric power and western energy
conference call
a cambridge energy research associates conference call
topic
ferc ' s order for the california market :
bold decision or insufficient action ?
* a ferc vote for market solutions
* where is the relief for retail customers ?
* what ' s next for california and western wholesale
markets ?
* implications for the broader north american power
market
format
at the time listed below , our speakers will address this
topic for approximately 30 minutes , followed by an open
question and answer period .
speakers
larry makovich , cera senior director , north american
electric power
mike zenker , cera director , western energy
time
1 : 00 p . m . eastern , monday , november 13 , 2000
eligibility
clients eligible to participate in this conference call
are those who subscribe to the north american electric
power retainer advisory service or the western energy
retainer advisory service .
to enroll
to enroll , please contact ms . kari paakaula via fax at
( 617 ) 497 - 0423 , or enroll via e - mail at
kpaakaula @ cera . com before 4 : 00 p . m . , friday , november
10 , 2000 .
audio
for the audio portion of the call , please call in on one
of the following numbers approximately five ( 5 ) minutes
before the call :
within the united states : 1 - 800 - 946 - 0741
outside the united states : ( 719 ) 457 - 2649
confirmation code : 640107
title of the call : cera call
technical assistance
u . s . callers : if you are experiencing difficulties
during the call , you may signal for technical assistance
by pressing * 0 ( star , zero ) on your telephone keypad
international callers : please re - dial and ask the
operator for assistance before giving the confirmation
code .
a recording of this call ( audio only ) will be available
until december 13 , 2000 . to access this recording ,
please call 1 - 888 - 203 - 1112 ( within the u . s . ) or ( 719 )
457 - 0820 ( outside the u . s . ) . please use confirmation
number 640107 to access the call .
* *
for more information , please contact kari paakaula via
e - mail at kpaakaula @ cera . com or via telephone at ( 617 )
441 - 1362 .
* * end * *
follow url for html version of this message only .
account changes
to edit your personal account information , including your e - mail
address , etc . go to : http : / / eprofile . cera . com / cfm / edit / account . cfm
this electronic message and attachments , if any , contain information
from cambridge energy research associates , inc . ( cera ) which is
confidential and may be privileged . unauthorized disclosure , copying ,
distribution or use of the contents of this message or any attachments ,
in whole or in part , is strictly prohibited .
terms of use : http : / / www . cera . com / tos . html
questions / comments : webmaster @ cera . com
copyright 2000 . cambridge energy research associates",ham
"i have re - checked sitara & verified that the above deal was a term , firm
deal . this resulted in a gtc purchase firm contract being set - up in the
global contracts system . the term of the gtc was set as the term of the deal
( 4 / 1 / 00 thru 3 / 31 / 01 ) with no evergreen , meaning that the contract will
expire at the end of this month .
to the best of my knowledge , all gtc purchase firms have the same language &
they do not have evergreen . they expire at the end of the primary term .
so , unless exxon negotiated a deal with different , special language to allow
for evergreen & included something about a "" 10 day notification "" to
terminate , there isn ' t any reason to "" terminate "" this contract .
if this is the case , please advise . otherwise , i don ' t think we need to do
anything . the contract will expire at the end of this month on its own .
elsa villarreal
03 / 15 / 2001 02 : 42 pm
to : amelia alland / hou / ect @ ect , cheryl dudley / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect
subject : exxon company , usa global # 96035668 / sitara # 212225
please prepare and send a termination letter by tomorrow march 16 , 2001 on
the above referenced deal . houston pipe line company has not renegotiated a
price and have no interest in buying the gas on an evergreen basis . it is my
understanding that we need to notify them within 10 days of the end of the
delivery period
. if you need any additional information or have any questions , please
contact me at 35656 . thanks . emv",ham
"after comparing hpl ' s numbers with pg & e ' s numbers i have found a few
discrepancies with the tufco volumes .
hpl pg & e
5 / 8 137 . 500 139 . 583
5 / 11 103 . 750 100 . 833
5 / 19 108 . 333 8 . 333
days 8 and 11 have small discrepancies . i got with carlos on the 5 / 19
discrepancy . he checked the numbers sent to him by tufco . he verified that
it should be 8 . 333 . i also checked with steve in gas control regarding what
flowed for tufco . steve told me 8 . 300 . i have gone back into mops and
corrected these volumes . this should impact the ua 4 number . also , this
decreases the midtexas cumulative imbalance . as of 5 / 23 pg & e owes hpl
4 . 649 . if you have any questions , please let me know .
- aimee",ham
"hi clayton ,
i went to vince and asked him about you attending the staff
meeting and he said it was okay .
see you there !
kevin g moore
11 / 28 / 2000 10 : 30 am
to : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect , pinnamaneni
krishnarao / hou / ect @ ect , vasant shanbhogue / hou / ect @ ect , mike a
roberts / hou / ect @ ect , joseph hrgovcic / hou / ect @ ect , tanya
tamarchenko / hou / ect @ ect , zimin lu / hou / ect @ ect , martin lin / hou / ect @ ect ,
maureen raymond / hou / ect @ ect , osman sezgen / hou / ees @ ees , paulo
issler / hou / ect @ ect , amitava dhar / corp / enron @ enron , alex
huang / corp / enron @ enron , kevin kindall / corp / enron @ enron , kevin g
moore / hou / ect @ ect , clayton vernon / corp / enron @ enron , william
smith / corp / enron @ enron , jose marquez / corp / enron @ enron , chonawee
supatgiat / corp / enron @ enron , shalesh ganjoo / hou / ect @ ect , tom
halliburton / corp / enron @ enron , elena chilkina / corp / enron @ enron , sevil
yaman / corp / enron @ enron , sofya tamarchenko / na / enron @ enron , bob
lee / na / enron @ enron , gwyn koepke / na / enron @ enron , hector campos / hou / ect @ ect ,
anita dupont / na / enron @ enron , youyi feng / na / enron @ enron , v charles
weldon / hou / ect @ ect , yana kristal / corp / enron @ enron , praveen
mellacheruvu / hou / ees @ ees , li sun / na / enron @ enron , stephen
bennett / na / enron @ enron , roman zadorozhny / hou / ees @ ees , lance
cunningham / na / enron @ enron , leann walton / na / enron @ enron , shane
green / hou / ees @ ees , shirley crenshaw / hou / ect @ ect
cc :
subject : re : thanksgiving staff meeting
hello everyone ,
thursday is just two days away .
the staff meeting begins at the regular time , 11 : 30 a . m .
we will have a hot traditional thanksgiving lunch
with all the trimmings .
everyone please be present . . . . . . .
thanks
see you in the meeting
kevin moore
kevin g moore
11 / 21 / 2000 06 : 09 am
to : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect , pinnamaneni
krishnarao / hou / ect @ ect , vasant shanbhogue / hou / ect @ ect , mike a
roberts / hou / ect @ ect , joseph hrgovcic / hou / ect @ ect , tanya
tamarchenko / hou / ect @ ect , zimin lu / hou / ect @ ect , martin lin / hou / ect @ ect ,
maureen raymond / hou / ect @ ect , osman sezgen / hou / ees @ ees , paulo
issler / hou / ect @ ect , amitava dhar / corp / enron @ enron , alex
huang / corp / enron @ enron , kevin kindall / corp / enron @ enron , kevin g
moore / hou / ect @ ect , clayton vernon / corp / enron @ enron , william
smith / corp / enron @ enron , jose marquez / corp / enron @ enron , chonawee
supatgiat / corp / enron @ enron , shalesh ganjoo / hou / ect @ ect , tom
halliburton / corp / enron @ enron , elena chilkina / corp / enron @ enron , sevil
yaman / corp / enron @ enron , sofya tamarchenko / na / enron @ enron , bob
lee / na / enron @ enron , gwyn koepke / na / enron @ enron , hector campos / hou / ect @ ect ,
anita dupont / na / enron @ enron , youyi feng / na / enron @ enron , v charles
weldon / hou / ect @ ect , yana kristal / corp / enron @ enron , praveen
mellacheruvu / hou / ees @ ees , li sun / na / enron @ enron , stephen
bennett / na / enron @ enron , roman zadorozhny / hou / ees @ ees , lance
cunningham / na / enron @ enron , leann walton / na / enron @ enron , shane
green / hou / ees @ ees , shirley crenshaw / hou / ect @ ect
cc :
subject : re : thanksgiving staff meeting
we are approaching the holidays ,
remember , to be very careful during this time .
i look forward to seeing everyone at the staff meeting on thursday 11 / 30 / 00 .
to enjoy yet another meal of thanksgiving with co - workers .
enjoy the holiday !
see you when you return . . . . . . . . . . . . . . . . . . . . . .
thanks
kevin moore
kevin g moore
11 / 01 / 2000 02 : 33 pm
to : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect , pinnamaneni
krishnarao / hou / ect @ ect , vasant shanbhogue / hou / ect @ ect , mike a
roberts / hou / ect @ ect , joseph hrgovcic / hou / ect @ ect , tanya
tamarchenko / hou / ect @ ect , zimin lu / hou / ect @ ect , martin lin / hou / ect @ ect ,
maureen raymond / hou / ect @ ect , osman sezgen / hou / ees @ ees , paulo
issler / hou / ect @ ect , amitava dhar / corp / enron @ enron , alex
huang / corp / enron @ enron , kevin kindall / corp / enron @ enron , kevin g
moore / hou / ect @ ect , clayton vernon / corp / enron @ enron , william
smith / corp / enron @ enron , jose marquez / corp / enron @ enron , chonawee
supatgiat / corp / enron @ enron , shalesh ganjoo / hou / ect @ ect , tom
halliburton / corp / enron @ enron , elena chilkina / corp / enron @ enron , sevil
yaman / corp / enron @ enron , sofya tamarchenko / na / enron @ enron , bob
lee / na / enron @ enron , gwyn koepke / na / enron @ enron , hector campos / hou / ect @ ect ,
anita dupont / na / enron @ enron , youyi feng / na / enron @ enron , v charles
weldon / hou / ect @ ect , yana kristal / corp / enron @ enron , praveen
mellacheruvu / hou / ees @ ees , li sun / na / enron @ enron , stephen
bennett / na / enron @ enron , roman zadorozhny / hou / ees @ ees , lance
cunningham / na / enron @ enron , leann walton / na / enron @ enron , shane
green / hou / ees @ ees
cc :
subject : thanksgiving staff meeting
dear research group ,
as you are aware thanksgiving is thursday , nov . 23 rd
and is a holiday .
we as enron employee ' s will be off both the 23 rd and 24 th .
thanksgiving is a day appointed for giving thanks for divine goodness .
after returning to work we will keep the tradition of giving thanks
right here in the work place by celebrating thanksgiving in the
thursday ' s staff meeting 11 - 30 - 00 .
we will celebrate a act of giving thanks to one another as
co - workers and member of the same research group .
please look forward to hearing more regarding the staff meeting 11 - 30 - 00
thanks
kevin moore",ham
"capacity marketing - tw completed two new long - term index - to - index
transportation contracts this week . dynegy executed 35 , 000 mmbtu / d for
calendar year 2003 from san juan to the california border and calpine signed
up for 14 , 000 mmbtu / d under similar terms . in addition , dynegy executed two
short term index - to - index contracts ; one month , 13 , 500 mmbtu / d for november
2001 , and 21 , 500 mmbtu / d for november - december 2002 . both short term
deals are from san juan to california . hedges have been established on all
the contracts to minimize tw ' s price exposure to the market indexes .
in addition , bp / amoco purchased two packages of space at max rates on the
ignacio to blanco route . they purchased 55 , 000 mmbtu / d for calendar 2002 and
20 , 000 mmbtu / d for 2003 . with the exception of a small package of permian
to cal . border in november 2001 , all available firm transportation flowing
west has now been soldout on tw through the end of 2003 .
exxon / nalco enerflow - attended the exxon presentation to operations this
week on the proposed project to inject a drag reducing agent into several
segments along tw ' s system . potential benefits include increasing our
westward volume capacity by 5 % , enhanced compressor efficiencies , and
increased corrosion protection . however , we are still waiting on the final
results of the nng cunningham test segment . due to contamination issues on
the mainline , we will likely begin by coating the 96 miles of san juan
lateral pipe sometime before the second quarter .
transcolorado - tc is evaluating outsourcing its entire back office
operations ( legal , regulatory , accounting , etc . ) plus its marketing
requirements to a third party provider . ets has prepared a draft
qualification statement to be submitted by january 24 . transcolorado hopes
to complete the transaction by late february .
project mckinley ( cal border peak shaving ) - attended the marketing /
operations meeting in long beach this week to discuss the potential of
injecting natural gas liquids into tw ' s system to increase the btu content of
gas going into california . this project has numerous logistic details to be
worked not the least of which is where to site the injection point either
upstream or downstream of needles . other issues include railroad siding , ngl
storage tanks , and possible contamination of downstream facilities . a
follow - up meeting is planned for the end of january .
enron online - tw marketing representatives attended enron online training
this week as we prepare to roll out capacity deals on the east end of tw ' s
system . the plan is to begin selling by february 1 three to five packages
per day of 5 , 000 - 10 , 000 mmbtu / d . as market demand picks up , we will expand
the offerings .
el paso field services - the new interconnect with epfs in eddy county , nm is
behind schedule . we had previously committed to have tw ' s facilities
finished by january 1 , 2001 . on january 18 , epfs notified us that tw has
quite a bit of work left to do before gas can flow . ( among other things , the
row has not yet been secured from the blm in order for the electric poles to
be installed ) .",ham
"hello all !
just a reminder that jeff richter is patiently waiting in mt . hood to inform all interested candidates about the day ahead scheduling position . stop by to find out more information ! ( he will begin his presentation in just a few moments . )
- - - - - - - - - - - - - - - - - - - - - forwarded by grace rodriguez / pdx / ect on 04 / 24 / 2001 10 : 57 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
amy fitzpatrick
04 / 23 / 2001 09 : 04 am
to : portland west desk
cc :
subject : day ahead scheduling opportunity !
a position has recently become available on the california desk reporting to jeff richter . jeff will be holding an information session on tuesday , april 24 , 2001 at 11 : 00 am in mt . hood for anyone who would like to learn more about this opportunity . interested candidates should let amy fitzpatrick know by close of business on friday , april 27 , 2001 .
day ahead scheduling / analyst
this individual is responsible for the physical and financial integrity of day - ahead scheduled energy transactions . this includes managing schedules and preserving enron ' s financial rights with non - performing trading counterparties .
in addition , the day ahead scheduler is responsible for some trading of energy in the california iso and bilateral markets both on enron online and through the broker market . traders are expected to initiate profitable trades while maintaining an acceptable amount of risk exposure to the company . the individual is expected to know all settlements requirements and charges related to each type of trade . the trading role requires interfacing with internal and external customers and other desks within west power trading .
the day ahead scheduler is required to administer terms of service desk contracts , which may include the selling of excess generation and purchasing energy for customer ' s load requirement . also , the individual is responsible for gathering and reporting information on unit outages , transmission line derations and other information that is useful for all west desk trading activity .
job duties
? confirm purchases and sale of power for enron power marketing
? create and manage daily position spreadsheet
? involves some weekends
? work closely with volume , risk management , and dispute settlement groups
? assist in the resolution of volume discrepancies within an iso market
? interface with service and middle marketing customers to resolve day - ahead questions and concerns
? assist in testing and implementation of the scheduling applications
? work closely with information technology and fundamentals group to maintain and develop day - ahead tools and systems
? learn sql programming to enhance data analysis
qualifications
? bachelors in finance , business , accounting or related field
? 1 to 2 years of previous power industry experience in wscc is preferred .
? excellent problem solving and communication skills
? working knowledge of excel , access is required . knowledge of visual basic and sql is preferred .
? self motivated
? detail oriented",ham
"- - - - - original message - - - - -
from : yoder , christian
sent : wednesday , august 29 , 2001 9 : 38 am
to : choi , paul ; foster , chris h . ; semperger , cara ; gang , lisa ; symes , kate ; williams iii , bill ; rawson , lester ; rosman , stewart
cc",ham
"does it make a difference if the information is communicated via a copy of
customer "" force majeure "" letter or should it only be communicated
via notes mail .
there are several ways to communicate effectively issues that is beneficial
to other departments , do you have a preference ?
enron north america corp .
from : pat clynes @ enron 08 / 29 / 2000 10 : 13 pm
to : robert e lloyd / hou / ect @ ect
cc :
subject : re : valero - - meter 8018
robert ,
this is an idea of the type of information that should be communicated .
thanks , pat
daren j farmer @ ect
01 / 27 / 2000 03 : 23 pm
to : robert e lloyd / hou / ect @ ect , pat clynes / corp / enron @ enron
cc :
subject : valero - - meter 8018
fyi . we need to make sure that this kind of communication conitinues to flow
downstream .
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 01 / 27 / 2000
03 : 22 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kenneth seaman 01 / 27 / 2000 02 : 00 pm
to : fred boas / hou / ect @ ect , joanie h ngo / hou / ect @ ect , robert e
lloyd / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : valero - - meter 8018
deliveries to this meter were halted late in the day of january 20 . the
customer has maintenance issues that necessitated an earlier than planned
turnaround .
it is my understanding from our trader this is another force majure situation
resulting in no sale or buyback at this meter commencing with the shutdown .
please take this into consideration when allocating and billing the customer .
thanks",ham
"we are delighted to receive the great news that you will be joining
us for the 2001 fortune most powerful women in business summit to be
held at the huntington ritz - carlton hotel & spa , pasadena ,
california - october 3 - 5 , 2001 .
you will receive additional information over the next few weeks which
will include a brochure , preliminary agenda , participants list , hotel
reservation form and other information relative to the summit .
in an attempt to fine tune our records , kindly confirm ( by returning
this e - mail ) that the information we have on file for you is correct :
name ms . louise kitchen
title chief operating officer , enron americas
company enron corp .
address 1400 smith street
houston , texas 77002 - 7361
phone 713 - 853 - 3488
fax 713 - 646 - 2308
e - mail louise @ enron . com
assistant tammie schoppe
asst . phone
asst . e - mail tammie . schoppe @ enron . com
we welcome your participation . please do not hesitate to call or e - mail
us with your suggestions or concerns by phone 212 - 522 - 9444 , fax
212 - 522 - 1383 or e - mail : suzanne _ o ' leary @ timeinc . com .
in the meantime , if we can be of any further assistance , just give a
yell .
regards ,
suzanne o ' leary
director , executive relations
fortune conference division",ham
